ID	Original URL	Derived URL	Status	Message	Code	Certificate	Transfer size	IP Address	Timestamp	Base
http...bioinformatics.intec.ugent.be.iambee	http://bioinformatics.intec.ugent.be/iambee/	http://bioinformatics.intec.ugent.be/iambee/	Pass	""	200	insecure	1746549	157.193.215.104	2020-09-14T13:00:12.817717	bioinformatics.intec.ugent.be
www.BindingMOAD.org	www.BindingMOAD.org	http://www.bindingmoad.org/	Pass	""	200	insecure	147172	141.211.44.6	2020-09-14T13:00:17.622224	www.bindingmoad.org
http...www.BindingMOAD.org	http://www.BindingMOAD.org	http://www.bindingmoad.org/	Pass	""	200	insecure	147165	141.211.44.6	2020-09-14T13:00:24.088181	www.bindingmoad.org
http...bcbi.brown.edu.solrplant	http://bcbi.brown.edu/solrplant	https://bcbi.brown.edu/solrplant	Pass	""	404	secure	272	185.199.110.153	2020-09-14T13:00:44.085388	bcbi.brown.edu
https...stuart.radboudumc.nl.metadome	https://stuart.radboudumc.nl/metadome	https://stuart.radboudumc.nl/metadome/	Pass	""	200	secure	1172374	131.174.154.93	2020-09-14T13:00:50.391007	stuart.radboudumc.nl
www.ibi.vu.nl.programs.serendipwww	www.ibi.vu.nl/programs/serendipwww/	http://www.ibi.vu.nl/programs/serendipwww/	Pass	""	200	insecure	276545	130.37.164.171	2020-09-14T13:00:54.941942	www.ibi.vu.nl
http...www.ibi.vu.nl.programs.serendipwww	http://www.ibi.vu.nl/programs/serendipwww/	http://www.ibi.vu.nl/programs/serendipwww/	Pass	""	200	insecure	276545	130.37.164.171	2020-09-14T13:00:59.324024	www.ibi.vu.nl
http...web.x3dna.org	http://web.x3dna.org	http://web.x3dna.org/	Pass	""	200	insecure	238306	128.59.235.94	2020-09-14T13:01:03.634719	web.x3dna.org
https...immuneregulation.mssm.edu	https://immuneregulation.mssm.edu	https://immuneregulation.mssm.edu/	Pass	""	200	secure	3071747	146.203.122.28	2020-09-14T13:01:13.457222	immuneregulation.mssm.edu
https...epialign.ucsd.edu	https://epialign.ucsd.edu/	https://epialign.ucsd.edu/	Pass	""	200	secure	1476189	169.228.63.120	2020-09-14T13:01:32.768060	epialign.ucsd.edu
https...amp.pharm.mssm.edu.ChEA3	https://amp.pharm.mssm.edu/ChEA3	https://maayanlab.cloud/chea3/	Pass	""	200	secure	11667946	52.203.134.27	2020-09-14T13:01:39.239993	maayanlab.cloud
http...bidd2.nus.edu.sg.SEPPA3	http://bidd2.nus.edu.sg/SEPPA3/	http://bidd2.nus.edu.sg/SEPPA3/	Pass	""	404	insecure	209	137.132.97.65	2020-09-14T13:01:46.103215	bidd2.nus.edu.sg
http...www.badd-cao.net.seppa3.index.html	http://www.badd-cao.net/seppa3/index.html	http://www.badd-cao.net/seppa3/index.html	Pass	""	200	insecure	2006806	47.110.143.101	2020-09-14T13:02:20.599835	www.badd-cao.net
http...www.webgestalt.org	http://www.webgestalt.org	http://www.webgestalt.org/	Pass	""	200	insecure	349183	52.37.41.236	2020-09-14T13:02:31.040872	www.webgestalt.org
http...netbio.bgu.ac.il.respnet	http://netbio.bgu.ac.il/respnet	http://netbio.bgu.ac.il/respnet/	Pass	""	200	insecure	1632840	132.72.23.114	2020-09-14T13:02:36.427760	netbio.bgu.ac.il
https...microbializer.tau.ac.il	https://microbializer.tau.ac.il/	https://microbializer.tau.ac.il/	Pass	""	200	secure	252632	132.66.11.190	2020-09-14T13:02:42.401358	microbializer.tau.ac.il
http...huanglab.phys.hust.edu.cn.hnadock	http://huanglab.phys.hust.edu.cn/hnadock/	http://huanglab.phys.hust.edu.cn/hnadock/	Pass	""	200	insecure	38500	202.114.7.237	2020-09-14T13:02:47.329262	huanglab.phys.hust.edu.cn
http...2struccompare.cryst.bbk.ac.uk.index.php	http://2struccompare.cryst.bbk.ac.uk/index.php	http://2struccompare.cryst.bbk.ac.uk/index.php	Fail	"timeout: Timed out receiving message from renderer: -0.000
  (Session info: chrome=85.0.4183.83)"					2020-09-14T13:02:52.363453	2struccompare.cryst.bbk.ac.uk
http...simple-clinvar.broadinstitute.org	http://simple-clinvar.broadinstitute.org/	http://simple-clinvar.broadinstitute.org/	Pass	""	200	insecure	210434	35.237.186.156	2020-09-14T13:03:54.100628	simple-clinvar.broadinstitute.org
http...tools.iedb.org	http://tools.iedb.org/	http://tools.iedb.org/main/	Pass	""	200	insecure	151804	8.37.117.210	2020-09-14T13:03:59.576597	tools.iedb.org
https...loschmidt.chemi.muni.cz.caverweb	https://loschmidt.chemi.muni.cz/caverweb	https://loschmidt.chemi.muni.cz/caverweb/	Pass	""	200	secure	2010878	147.251.11.225	2020-09-14T13:04:13.911823	loschmidt.chemi.muni.cz
http...volpes.univie.ac.at	http://volpes.univie.ac.at	http://volpes.univie.ac.at/	Pass	""	200	insecure	104860	131.130.167.100	2020-09-14T13:04:28.962455	volpes.univie.ac.at
https...pro-hunter.bgi.com	https://pro-hunter.bgi.com/	https://pro-hunter.bgi.com/	Pass	""	200	secure	355821	116.6.230.14	2020-09-14T13:04:33.160762	pro-hunter.bgi.com
http...web-rMKL.org	http://web-rMKL.org	https://web-rmkl.org/	Pass	""	200	secure	1114313	134.2.10.142	2020-09-14T13:04:45.747518	web-rmkl.org
https...www.evolgenius.info.evolview	https://www.evolgenius.info/evolview/	https://www.evolgenius.info/evolview/	Pass	""	200	secure	1012380	39.104.21.24	2020-09-14T13:04:50.335193	www.evolgenius.info
https...phylogeny.io	https://phylogeny.io	https://phylogeny.io/	Pass	""	200	secure	1638189	103.226.54.141	2020-09-14T13:05:06.086855	phylogeny.io
https...amp.pharm.mssm.edu.geneshot	https://amp.pharm.mssm.edu/geneshot	https://amp.pharm.mssm.edu/geneshot/	Pass	""	200	secure	962353	146.203.54.32	2020-09-14T13:05:13.594530	amp.pharm.mssm.edu
http...biosig.unimelb.edu.au.mcsm_ppi2	http://biosig.unimelb.edu.au/mcsm_ppi2/	http://biosig.unimelb.edu.au/mcsm_ppi2/	Pass	""	200	insecure	828539	128.250.89.201	2020-09-14T13:05:19.042241	biosig.unimelb.edu.au
http...prosnex-tool.com	http://prosnex-tool.com	http://prosnex-tool.com/demos/technical/	Pass	""	200	insecure	3953966	185.216.113.90	2020-09-14T13:05:25.513485	prosnex-tool.com
http...prankweb.cz	http://prankweb.cz/	http://prankweb.cz/	Pass	""	200	insecure	620882	195.113.21.80	2020-09-14T13:05:29.803689	prankweb.cz
http...discovery.informatics.uab.edu.beere	http://discovery.informatics.uab.edu/beere/	http://discovery.informatics.uab.edu/BEERE/	Pass	""	200	insecure	4147266	138.26.31.190	2020-09-14T13:05:34.139451	discovery.informatics.uab.edu
http...gepia2.cancer-pku.cn	http://gepia2.cancer-pku.cn/	http://gepia2.cancer-pku.cn/#index	Pass	""	200	insecure	220337	118.190.148.166	2020-09-14T13:05:40.789820	gepia2.cancer-pku.cn
http...bioserv.rpbs.univ-paris-diderot.fr.services.DaReUS-Loop	http://bioserv.rpbs.univ-paris-diderot.fr/services/DaReUS-Loop/	https://bioserv.rpbs.univ-paris-diderot.fr/services/DaReUS-Loop/	Pass	""	200	secure	2195052	81.194.29.54	2020-09-14T13:05:50.903354	bioserv.rpbs.univ-paris-diderot.fr
https...mobyle.rpbs.univ-paris-diderot.fr.cgi-bin.portal.py#forms..DaReUS-Loop	https://mobyle.rpbs.univ-paris-diderot.fr/cgi-bin/portal.py#forms::DaReUS-Loop	https://mobyle.rpbs.univ-paris-diderot.fr/cgi-bin/portal.py#forms::DaReUS-Loop	Pass	""	200	secure	150910	81.194.29.54	2020-09-14T13:05:55.406318	mobyle.rpbs.univ-paris-diderot.fr
http...qbic.genome.duke.edu	http://qbic.genome.duke.edu	http://qbic.genome.duke.edu/	Pass	""	200	insecure	984165	152.3.101.15	2020-09-14T13:06:01.169395	qbic.genome.duke.edu
https...mexpress.be	https://mexpress.be	https://mexpress.be/	Pass	""	200	secure	480877	157.193.230.152	2020-09-14T13:06:06.874779	mexpress.be
https...cbia.fi.muni.cz.simulator	https://cbia.fi.muni.cz/simulator	https://cbia.fi.muni.cz/simulator	Pass	""	200	secure	159647	147.251.48.2	2020-09-14T13:06:11.199781	cbia.fi.muni.cz
http...discover.nci.nih.gov.cellminer	http://discover.nci.nih.gov/cellminer	https://discover.nci.nih.gov/cellminer/	Pass	""	200	secure	67632	129.43.255.113	2020-09-14T13:06:15.580627	discover.nci.nih.gov
http...Rxivist.org	http://Rxivist.org	https://rxivist.org/	Pass	""	200	secure	291066	143.204.94.86	2020-09-14T13:06:32.012749	rxivist.org
www.CTRead.ca	www.CTRead.ca	https://www.ctread.ca/	Pass	""	200	secure	580592	52.2.253.86	2020-09-14T13:06:36.417811	www.ctread.ca
https...www.regulationspotter.org	https://www.regulationspotter.org	https://www.regulationspotter.org/	Pass	""	200	secure	15841	141.42.207.27	2020-09-14T13:07:44.087494	www.regulationspotter.org
http...mfrlab.org.drugreposer	http://mfrlab.org/drugreposer/	http://27.126.156.175/drreposed/	Pass	""	200	insecure	1932267	27.126.156.175	2020-09-14T13:07:52.338028	27.126.156.175
https...chopchop.cbu.uib.no	https://chopchop.cbu.uib.no	https://chopchop.cbu.uib.no/	Pass	""	200	secure	566249	129.177.123.214	2020-09-14T13:08:07.703020	chopchop.cbu.uib.no
www.swisstargetprediction.ch	www.swisstargetprediction.ch	http://www.swisstargetprediction.ch/	Pass	""	200	insecure	629394	198.245.62.58	2020-09-14T13:08:12.064844	www.swisstargetprediction.ch
http...pergola.crg.eu	http://pergola.crg.eu/	http://pergola.crg.eu/	Pass	""	200	insecure	4681891	84.88.66.193	2020-09-14T13:08:17.208157	pergola.crg.eu
http...issubmission.sjtu.edu.cn.netgo	http://issubmission.sjtu.edu.cn/netgo/	http://issubmission.sjtu.edu.cn/netgo/	Pass	""	200	insecure	364932	202.120.54.217	2020-09-14T13:08:24.377047	issubmission.sjtu.edu.cn
https...tabsat.ait.ac.at	https://tabsat.ait.ac.at/	https://tabsat.ait.ac.at/	Pass	""	200	secure	311645	62.218.45.35	2020-09-14T13:08:31.034679	tabsat.ait.ac.at
http...cadd.zju.edu.cn.hawkdock	http://cadd.zju.edu.cn/hawkdock/	http://cadd.zju.edu.cn/hawkdock/	Pass	""	200	insecure	320644	210.32.158.230	2020-09-14T13:08:37.767257	cadd.zju.edu.cn
https...biokinet.belozersky.msu.ru.yosshi	https://biokinet.belozersky.msu.ru/yosshi	https://biokinet.belozersky.msu.ru/yosshi	Pass	""	200	secure	1237338	93.180.63.98	2020-09-14T13:08:45.262044	biokinet.belozersky.msu.ru
https...biokinet.belozersky.msu.ru.yosshiserver	https://biokinet.belozersky.msu.ru/yosshiserver/	https://biokinet.belozersky.msu.ru/yosshiserver/	Pass	""	200	secure	955674	93.180.63.98	2020-09-14T13:08:50.886340	biokinet.belozersky.msu.ru
https...www.mutationdistiller.org	https://www.mutationdistiller.org/	https://www.mutationdistiller.org/	Pass	""	200	secure	36691	141.42.207.27	2020-09-14T13:08:55.833446	www.mutationdistiller.org
http...cancer.cs.cityu.edu.hk	http://cancer.cs.cityu.edu.hk/	http://cancer.cs.cityu.edu.hk/	Pass	""	200	insecure	2135446	144.214.37.33	2020-09-14T13:09:14.506463	cancer.cs.cityu.edu.hk
https...pat.nichd.nih.gov	https://pat.nichd.nih.gov/	https://www.nichd.nih.gov/about/org/der/branches/ppb/PAT-information	Pass	""	200	secure	1664332	107.162.144.93	2020-09-14T13:09:31.835501	www.nichd.nih.gov
https...cbb.pnnl.gov.brm	https://cbb.pnnl.gov/brm/	https://cbb.pnnl.gov/brm/	Pass	""	200	secure	916701	192.101.104.68	2020-09-14T13:09:37.790711	cbb.pnnl.gov
https...www.coreMRI.org	https://www.coreMRI.org	https://www.coremri.org/	Pass	""	200	secure	224073	52.39.109.98	2020-09-14T13:09:47.636425	www.coremri.org
http...shiny.maths.usyd.edu.au.QCMAP	http://shiny.maths.usyd.edu.au/QCMAP/	http://shiny.maths.usyd.edu.au/QCMAP/	Pass	""	200	insecure	335033	129.78.68.1	2020-09-14T13:09:53.474295	shiny.maths.usyd.edu.au
https...www.cdc.gov.malaria.travelers.drugs.html	https://www.cdc.gov/malaria/travelers/drugs.html	https://www.cdc.gov/malaria/travelers/drugs.html	Pass	""	200	secure	610324	23.14.137.77	2020-09-14T13:10:05.892980	www.cdc.gov
https...www.cdc.gov.malaria.diagnosis_treatment	https://www.cdc.gov/malaria/diagnosis_treatment	https://www.cdc.gov/malaria/diagnosis_treatment/	Pass	""	200	secure	608779	23.14.137.77	2020-09-14T13:10:11.352870	www.cdc.gov
https...www.cdc.gov.malaria.features.ars.html	https://www.cdc.gov/malaria/features/ars.html	https://www.cdc.gov/malaria/features/ars.html	Pass	""	200	secure	806053	23.14.137.77	2020-09-14T13:10:16.585023	www.cdc.gov
https...apps.gerkelab.com.epiTAD	https://apps.gerkelab.com/epiTAD/	https://apps.gerkelab.com/epiTAD/	Pass	""	200	secure	452911	13.72.64.229	2020-09-14T13:10:21.899038	apps.gerkelab.com
http...server.malab.cn.4mcPred-IFL	http://server.malab.cn/4mcPred-IFL	http://server.malab.cn/4mcPred-IFL/	Pass	""	200	insecure	223725	121.42.167.206	2020-09-14T13:10:28.426049	server.malab.cn
https...idrblab.org.anpela	https://idrblab.org/anpela/	http://idrblab.cn/anpela/	Fail	"timeout: Timed out receiving message from renderer: 29.230
  (Session info: chrome=85.0.4183.83)"					2020-09-14T13:10:41.738517	idrblab.cn
http...worldmap.csmu-liawyp.tw	http://worldmap.csmu-liawyp.tw	https://worldmap.csmu-liawyp.tw/	Pass	""	200	secure	3355570	220.133.171.27	2020-09-14T13:11:13.685785	worldmap.csmu-liawyp.tw
http...www.drugr.ir	http://www.drugr.ir	http://drugr.ir/	Pass	""	200	insecure	184254	176.9.90.204	2020-09-14T13:11:28.047056	drugr.ir
http...bioinformatics.biol.uoa.gr.amyco	http://bioinformatics.biol.uoa.gr/amyco	http://83.212.109.111:8084/amyco	Pass	""	200	insecure	1246977	83.212.109.111	2020-09-14T13:11:32.608979	83.212.109.111
https...bioinformaticstools.shinyapps.io.lollipop	https://bioinformaticstools.shinyapps.io/lollipop/	https://bioinformaticstools.shinyapps.io/lollipop/	Pass	""	200	secure	257360	34.198.229.9	2020-09-14T13:11:52.857392	bioinformaticstools.shinyapps.io
https...www.uniprot.org	https://www.uniprot.org/	https://www.uniprot.org/	Pass	""	200	secure	814077	128.175.245.202	2020-09-14T13:11:58.224668	www.uniprot.org
https...activesafe.ca	https://activesafe.ca/	https://activesafe.ca/	Pass	""	200	secure	16160381	137.82.55.122	2020-09-14T13:12:08.903699	activesafe.ca
http...interactivepeptidespectralannotator.com	http://interactivepeptidespectralannotator.com	http://www.interactivepeptidespectralannotator.com/PeptideAnnotator.html	Pass	""	200	insecure	1780295	162.255.117.60	2020-09-14T13:12:15.643956	www.interactivepeptidespectralannotator.com
http...morphocatcher.ru	http://morphocatcher.ru	http://morphocatcher.ru/	Pass	""	200	insecure	12248207	193.124.203.214	2020-09-14T13:12:34.487136	morphocatcher.ru
http...biokb.ncpsb.org.osteoporosis	http://biokb.ncpsb.org/osteoporosis/	http://biokb.ncpsb.org/osteoporosis/	Pass	""	200	insecure	1562418	106.38.63.157	2020-09-14T13:12:43.877993	biokb.ncpsb.org
https...zhanglab.ccmb.med.umich.edu.LOMETS	https://zhanglab.ccmb.med.umich.edu/LOMETS/	https://zhanglab.ccmb.med.umich.edu/LOMETS/	Pass	""	200	secure	54153	141.211.25.200	2020-09-14T13:13:01.373352	zhanglab.ccmb.med.umich.edu
https...imkt.uab.cat	https://imkt.uab.cat	https://imkt.uab.cat/	Pass	""	200	secure	150561	158.109.38.162	2020-09-14T13:13:07.590534	imkt.uab.cat
http...lin-group.cn.server.iRNAD	http://lin-group.cn/server/iRNAD	http://lin-group.cn/server/iRNAD/	Pass	""	200	insecure	358459	211.149.142.19	2020-09-14T13:14:14.188796	lin-group.cn
http...www.splatche.com.splatche3	http://www.splatche.com/splatche3	http://www.splatche.com/splatche3	Pass	""	200	insecure	49750	129.194.121.14	2020-09-14T13:14:22.360649	www.splatche.com
https...www.commondataelements.ninds.nih.gov.#page=Default	https://www.commondataelements.ninds.nih.gov/#page=Default	https://www.commondataelements.ninds.nih.gov/#page=Default	Pass	""	200	secure	503930	65.123.194.174	2020-09-14T13:14:27.966508	www.commondataelements.ninds.nih.gov
https...cde.nlm.nih.gov.home	https://cde.nlm.nih.gov/home	https://cde.nlm.nih.gov/home	Pass	""	200	secure	746599	52.55.186.86	2020-09-14T13:14:33.344809	cde.nlm.nih.gov
https...domainworld-services.uni-muenster.de.dogma	https://domainworld-services.uni-muenster.de/dogma/	https://domainworld-services.uni-muenster.de/dogma/	Pass	""	200	secure	1354563	128.176.196.21	2020-09-14T13:14:39.260510	domainworld-services.uni-muenster.de
https...domainworld.uni-muenster.de	https://domainworld.uni-muenster.de	https://domainworld.uni-muenster.de/	Pass	""	200	secure	2502528	128.176.196.5	2020-09-14T13:14:43.607528	domainworld.uni-muenster.de
http...reftss.clst.riken.jp	http://reftss.clst.riken.jp/	http://reftss.clst.riken.jp/reftss/Main_Page	Pass	""	200	insecure	451659	134.160.84.3	2020-09-14T13:14:48.206388	reftss.clst.riken.jp
http...bio-hpc.eu.software.Bruselas	http://bio-hpc.eu/software/Bruselas	http://bio-hpc.eu/software/Bruselas/	Pass	""	200	insecure	255314	217.160.230.58	2020-09-14T13:14:58.955052	bio-hpc.eu
http...bio-hpc.ucam.edu.Bruselas	http://bio-hpc.ucam.edu/Bruselas/	http://bio-hpc.ucam.edu/Bruselas/	Pass	""	200	insecure	2189363	193.147.26.44	2020-09-14T13:15:04.724319	bio-hpc.ucam.edu
http...bioinformatics.ibt.lt.wtsam.voromqa	http://bioinformatics.ibt.lt/wtsam/voromqa	http://bioinformatics.ibt.lt/wtsam/voromqa	Pass	""	200	insecure	85111	193.219.81.201	2020-09-14T13:15:09.397496	bioinformatics.ibt.lt
https...inga.bio.unipd.it	https://inga.bio.unipd.it/	https://inga.bio.unipd.it/	Pass	""	200	secure	354660	147.162.172.245	2020-09-14T13:15:13.802367	inga.bio.unipd.it
http...pathwaymap.indra.bio	http://pathwaymap.indra.bio	http://pathwaymap.indra.bio/	Pass	""	200	insecure	719370	185.199.108.153	2020-09-14T13:15:18.455468	pathwaymap.indra.bio
http...api.indra.bio.8000	http://api.indra.bio:8000	http://api.indra.bio:8000/	Pass	""	200	insecure	1484341	18.233.201.219	2020-09-14T13:15:25.164789	api.indra.bio
https...raxml-ng.vital-it.ch	https://raxml-ng.vital-it.ch/	https://raxml-ng.vital-it.ch/#/	Pass	""	200	secure	1942074	192.42.198.35	2020-09-14T13:15:37.422004	raxml-ng.vital-it.ch
https...zhanglab.ccmb.med.umich.edu.ResPRE	https://zhanglab.ccmb.med.umich.edu/ResPRE	https://zhanglab.ccmb.med.umich.edu/ResPRE/	Pass	""	200	secure	626568	141.211.25.200	2020-09-14T13:15:42.294337	zhanglab.ccmb.med.umich.edu
http...g-onramp.org.deployments	http://g-onramp.org/deployments	http://gonramp.wustl.edu/?page_id=1031	Pass	""	200	insecure	553051	128.252.76.154	2020-09-14T13:15:49.608588	gonramp.wustl.edu
http...gonramp.wustl.edu	http://gonramp.wustl.edu/	http://gonramp.wustl.edu/	Pass	""	200	insecure	6116809	128.252.76.154	2020-09-14T13:15:56.873992	gonramp.wustl.edu
http...mspc.bii.a-star.edu.sg.minhn.appa.html	http://mspc.bii.a-star.edu.sg/minhn/appa.html	http://mspc.bii.a-star.edu.sg/minhn/appa.html	Pass	""	200	insecure	25400	151.139.128.11	2020-09-14T13:16:04.509474	mspc.bii.a-star.edu.sg
http...www.lirmed.com.misim	http://www.lirmed.com/misim/	http://www.lirmed.com/misim/	Pass	""	200	insecure	163459	101.200.218.57	2020-09-14T13:16:09.552895	www.lirmed.com
http...predictor.nchu.edu.tw.EAT-Rice	http://predictor.nchu.edu.tw/EAT-Rice	http://predictor.nchu.edu.tw/EAT-Rice	Fail	"timeout: Timed out receiving message from renderer: -0.000
  (Session info: chrome=85.0.4183.83)"					2020-09-14T13:17:24.959536	predictor.nchu.edu.tw
https...biit.cs.ut.ee.gprofiler	https://biit.cs.ut.ee/gprofiler	https://biit.cs.ut.ee/gprofiler/gost	Pass	""	200	secure	1284905	193.40.36.55	2020-09-14T13:18:26.732925	biit.cs.ut.ee
https...biit.cs.ut.ee.gprofiler	https://biit.cs.ut.ee/gprofiler/	https://biit.cs.ut.ee/gprofiler/gost	Pass	""	200	secure	1284897	193.40.36.57	2020-09-14T13:18:32.087703	biit.cs.ut.ee
http...www.herbalgenomics.org.cpgavas2	http://www.herbalgenomics.org/cpgavas2	http://www.herbalgenomics.org/cpgavas2/	Pass	""	200	insecure	209	47.90.241.85	2020-09-14T13:18:37.373464	www.herbalgenomics.org
https...spade.uni-graz.at	https://spade.uni-graz.at	https://spade.uni-graz.at/	Pass	""	200	insecure	212475	143.50.46.221	2020-09-14T13:18:41.630170	spade.uni-graz.at
https...drugcomb.fimm.fi	https://drugcomb.fimm.fi	https://drugcomb.fimm.fi/	Pass	""	403	secure	217	128.214.64.122	2020-09-14T13:18:46.467807	drugcomb.fimm.fi
https...mfeprimer3.igenetech.com	https://mfeprimer3.igenetech.com/	https://mfeprimer3.igenetech.com/spec	Pass	""	200	secure	441047	59.108.63.6	2020-09-14T13:18:50.681941	mfeprimer3.igenetech.com
https...www.mfeprimer.com	https://www.mfeprimer.com/	https://www.mfeprimer.com/	Pass	""	200	secure	10609	23.239.1.79	2020-09-14T13:18:59.785435	www.mfeprimer.com
www.mousephenotype.org	www.mousephenotype.org	https://www.mousephenotype.org/	Pass	""	200	secure	6843130	193.63.70.99	2020-09-14T13:19:05.092448	www.mousephenotype.org
www.umin.ac.jp.ctr	www.umin.ac.jp/ctr/	https://www.umin.ac.jp/ctr/	Pass	""	200	secure	229531	130.69.92.25	2020-09-14T13:19:18.349033	www.umin.ac.jp
https...mafft.cbrc.jp.alignment.server	https://mafft.cbrc.jp/alignment/server/	https://mafft.cbrc.jp/alignment/server/	Pass	""	200	secure	261594	133.1.49.95	2020-09-14T13:19:24.877331	mafft.cbrc.jp
http...www.stomata.science	http://www.stomata.science/	https://stomata.uvm.edu/	Pass	""	200	secure	270295	132.198.59.6	2020-09-14T13:19:30.929403	stomata.uvm.edu
http...go.cistrome.org	http://go.cistrome.org/	http://go.cistrome.org/	Pass	""	200	insecure	397738	155.52.218.90	2020-09-14T13:19:36.562651	go.cistrome.org
https...orthovenn2.bioinfotoolkits.net	https://orthovenn2.bioinfotoolkits.net	https://orthovenn2.bioinfotoolkits.net/home	Pass	""	200	secure	5764793	47.74.241.105	2020-09-14T13:19:41.621972	orthovenn2.bioinfotoolkits.net
http...kdigo.org.conferences.heart-failure-in-ckd	http://kdigo.org/conferences/heart-failure-in-ckd/	https://kdigo.org/conferences/heart-failure-in-ckd/	Pass	""	200	secure	2311468	151.101.194.159	2020-09-14T13:19:53.681090	kdigo.org
http...milou.science.uu.nl.services.PRODIGY-LIG	http://milou.science.uu.nl/services/PRODIGY-LIG	http://milou.science.uu.nl/services/PRODIGY-LIG/	Pass	""	404	insecure	209	131.211.55.124	2020-09-14T13:19:59.980198	milou.science.uu.nl
http...biocomp.chem.uw.edu.pl.A3D2	http://biocomp.chem.uw.edu.pl/A3D2/	http://biocomp.chem.uw.edu.pl/A3D2/	Pass	""	200	insecure	296839	212.87.3.12	2020-09-14T13:20:06.137045	biocomp.chem.uw.edu.pl
http...omics.informatics.indiana.edu.myDGR	http://omics.informatics.indiana.edu/myDGR	https://omics.informatics.indiana.edu/myDGR/	Pass	""	200	secure	56286	129.79.247.38	2020-09-14T13:20:16.396117	omics.informatics.indiana.edu
https...www.iucnredlist.org	https://www.iucnredlist.org	https://www.iucnredlist.org/	Pass	""	200	secure	3114154	212.71.254.175	2020-09-14T13:20:21.739344	www.iucnredlist.org
http...goliaei.ir.net-control.www	http://goliaei.ir/net-control/www/	http://goliaei.ir/net-control/www/	Pass	""	200	insecure	430892	104.27.148.87	2020-09-14T13:20:27.348944	goliaei.ir
http...studyanalysis2017.pythonanywhere.com	http://studyanalysis2017.pythonanywhere.com/	http://studyanalysis2017.pythonanywhere.com/	Pass	""	200	insecure	866787	35.173.69.207	2020-09-14T13:20:34.862205	studyanalysis2017.pythonanywhere.com
www.xjtlu.edu.cn.biologicalsciences.m6acomet	www.xjtlu.edu.cn/biologicalsciences/m6acomet	http://180.208.58.66/m6acomet/	Pass	""	200	insecure	204479	180.208.58.66	2020-09-14T13:20:40.207664	180.208.58.66
http...xjtlu.edu.cn.biologicalsciences.m6acomet	http://xjtlu.edu.cn/biologicalsciences/m6acomet	http://xjtlu.edu.cn/biologicalsciences/m6acomet	Fail	"timeout: Timed out receiving message from renderer: -0.000
  (Session info: chrome=85.0.4183.83)"					2020-09-14T13:20:53.581515	xjtlu.edu.cn
http...shiva.rockefeller.edu.SeqTailor	http://shiva.rockefeller.edu/SeqTailor/	http://shiva.rockefeller.edu/SeqTailor/	Pass	""	200	insecure	459303	129.85.244.95	2020-09-14T13:22:02.172937	shiva.rockefeller.edu
http...www.reading.ac.uk.bioinf.IntFOLD	http://www.reading.ac.uk/bioinf/IntFOLD/	http://www.reading.ac.uk/bioinf/IntFOLD/	Pass	""	200	insecure	2337071	134.225.0.151	2020-09-14T13:22:07.676044	www.reading.ac.uk
www.scimagojr.com	www.scimagojr.com	https://www.scimagojr.com/	Pass	""	200	secure	622991	94.130.25.5	2020-09-14T13:22:12.024606	www.scimagojr.com
https...knights-lab.github.io.MLRepo	https://knights-lab.github.io/MLRepo/	https://knights-lab.github.io/MLRepo/	Pass	""	200	secure	146307	185.199.108.153	2020-09-14T13:22:16.382153	knights-lab.github.io
https...osf.io.sq9ef	https://osf.io/sq9ef	https://osf.io/sq9ef	Pass	""	200	secure	2297376	35.190.84.173	2020-09-14T13:22:20.822867	osf.io
www.getpreped.ca	www.getpreped.ca	https://checkhimout.ca/what-is-prep/	Pass	""	200	secure	4670977	192.124.249.52	2020-09-14T13:22:26.436380	checkhimout.ca
www.andrew.cmu.edu.user.chiehl1.CSHMM	www.andrew.cmu.edu/user/chiehl1/CSHMM/	http://www.andrew.cmu.edu/user/chiehl1/CSHMM/	Pass	""	200	insecure	651251	128.2.42.53	2020-09-14T13:22:34.804499	www.andrew.cmu.edu
http...www.andrew.cmu.edu.user.chiehl1.CSHMM	http://www.andrew.cmu.edu/user/chiehl1/CSHMM/	http://www.andrew.cmu.edu/user/chiehl1/CSHMM/	Pass	""	200	insecure	651251	128.2.42.53	2020-09-14T13:22:39.924271	www.andrew.cmu.edu
https...biostats-shinyr.kumc.edu.pwrEWAS	https://biostats-shinyr.kumc.edu/pwrEWAS/	https://biostats-shinyr.kumc.edu/pwrEWAS/	Pass	""	200	insecure	551458	169.147.4.130	2020-09-14T13:22:44.616129	biostats-shinyr.kumc.edu
www.glycam.org.gag	www.glycam.org/gag	http://glycam.org/tools/molecular-dynamics/oligosaccharide-builder/build-glycan?id=8	Pass	""	200	insecure	92603	128.192.9.180	2020-09-14T13:22:56.184988	glycam.org
http...se.cmich.edu.batteries	http://se.cmich.edu/batteries	https://machine.lea.rning.dev/battery/voltage_predictor/index.php	Pass	""	200	secure	523612	174.138.109.82	2020-09-14T13:23:01.296833	machine.lea.rning.dev
https...antismash.secondarymetabolites.org	https://antismash.secondarymetabolites.org	https://antismash.secondarymetabolites.org/#!/start	Pass	""	200	secure	424200	130.226.56.136	2020-09-14T13:23:07.118129	antismash.secondarymetabolites.org
https...www.10xgenomics.com	https://www.10xgenomics.com	https://www.10xgenomics.com/	Pass	""	200	secure	4537762	104.18.1.173	2020-09-14T13:23:23.788166	www.10xgenomics.com
