doi,pmid
10.1371/journal.pone.0183318,28813517
10.1371/journal.pone.0188406,29141013
10.1371/journal.pcbi.1006064,29746461
10.1093/bioinformatics/btx161,28444126
10.1093/bioinformatics/btw839,28453678
10.1186/1471-2164-15-S1-S5,24564547
10.1186/1471-2164-16-S6-S3,26046471
10.1093/bioinformatics/btr463,21824970
10.1093/nar/gky310,29762782
10.1093/nar/gky380,29750256
10.1093/nar/gky321,29722870
10.1093/bioinformatics/bty155,29547915
10.1093/nar/gky429,29788177
10.1093/nar/gky400,29788377
10.1371/journal.pcbi.1005659,28746339
10.1093/bioinformatics/btx800,29236977
10.1093/bioinformatics/btx774,29228271
10.1093/bioinformatics/btx579,28968797
10.1093/bioinformatics/bty331,29688253
10.1093/bioinformatics/btx319,28505270
10.1371/journal.pntd.0005673,28622346
10.1371/journal.pone.0181658,28759604
10.1093/bioinformatics/btx066,28177064
10.1093/bioinformatics/btx090,28203713
10.1371/journal.pcbi.1005995,29518076
10.1093/bioinformatics/bty150,30052913
10.1093/bioinformatics/btw778,28073758
10.1093/nar/gky351,29905876
10.1371/journal.pone.0191821,29381762
10.1371/journal.pone.0182438,28926565
10.1093/bioinformatics/btx656,29069296
10.1093/bioinformatics/btx738,29186384
10.1093/nar/gky356,29762700
10.1093/bioinformatics/bty302,29668844
10.1371/journal.pone.0188511,29186161
10.1093/bioinformatics/bty412,29790904
10.1093/nar/gky378,29746660
10.1093/nar/gky439,29846643
10.1093/nar/gky430,29788129
10.1093/bioinformatics/bty070,29432522
10.1093/bioinformatics/bty073,29438560
10.1093/nar/gky375,29788456
10.1093/nar/gky383,29788290
10.1093/bioinformatics/btx302,28903538
10.1093/bioinformatics/btx460,29036440
10.1093/bioinformatics/btx479,28961687
10.1093/bioinformatics/btx495,29036596
10.1093/nar/gky467,29905870
10.1093/bioinformatics/btx055,28158612
10.1093/bioinformatics/btw826,28453673
10.1093/bioinformatics/btw834,28453675
10.1093/bioinformatics/btx358,28582506
10.1093/bioinformatics/btx443,29036526
10.1093/bioinformatics/bty312,29684124
10.1371/journal.pone.0191570,29385199
10.1093/bioinformatics/bty393,29762638
10.1038/srep40200,28071710
10.1093/bioinformatics/btx783,29236971
10.1093/bioinformatics/btx806,29253077
10.1093/bioinformatics/bty032,29360926
10.1093/bioinformatics/btx634,29444234
10.1093/bioinformatics/btx713,29106469
10.1093/bioinformatics/btx583,28968739
10.1093/bioinformatics/btx577,28968645
10.1371/journal.pone.0195969,29689087
10.1093/bioinformatics/bty140,29528364
10.1093/nar/gky432,29790966
10.1038/549031c,28880292
10.1093/bioinformatics/bty182,29590301
10.1093/bioinformatics/btx025,28108445
10.1371/journal.pone.0176763,28453553
10.1093/bioinformatics/btv113,25701573
10.1093/bioinformatics/bty105,29949952
10.1093/bioinformatics/bty127,29514181
10.1093/nar/gky485,29893885
10.1093/nar/gky453,29800452
10.1093/nar/gky420,29790960
10.1093/nar/gky407,29771388
10.1093/bioinformatics/btx831,29309510
10.1093/bioinformatics/bty065,29425325
10.1093/bioinformatics/btx551,28968723
10.1093/bioinformatics/btx585,28968673
10.1093/bioinformatics/btx704,29095974
10.1093/bioinformatics/btx760,29186333
10.1093/bioinformatics/btx793,29228171
10.1093/nar/gky374,29757429
10.2144/000113999,23599922
10.1155/2011/839862,20936179
10.1038/nprot.2008.73,18546601
10.1093/bioinformatics/btm061,17384427
10.1186/1471-2105-15-297,25189131
10.1186/1471-2105-10-222,19615046
10.1186/1471-2105-9-80,18241343
10.1371/journal.pone.0023505,21858146
10.1093/bioinformatics/btt495,23975767
10.1093/nar/gkv538,25999345
10.1038/nmeth.1436,20195258
10.1093/nar/gkm364,17526514
10.1101/gr.849004,15173120
10.1160/ME0423,17938776
10.1093/bioinformatics/btw118,27153701
10.1002/prot.22658,20034110
10.1186/1471-2105-15-S1-S3,24564278
10.1093/bioinformatics/btl222,16873501
10.1534/g3.114.013052,25187039
10.1110/ps.051745906,16452613
10.1371/journal.pone.0009695,20300572
10.1093/bioinformatics/btq030,20106816
10.1093/bioinformatics/btp024,19153134
10.1101/gr.094607.109,19570905
10.1093/bioinformatics/btt062,23396123
10.1093/bioinformatics/bts070,22308148
10.1186/1471-2164-13-S7-S6,23281601
10.1093/nar/gkr357,21622957
10.1016/j.jmb.2009.02.023,19233205
10.1016/j.ejmech.2012.10.022,23127988
10.1186/1471-2105-8-138,17456238
10.1093/nar/gkq528,20542913
10.1101/gr.081612.108,18757608
10.1038/nbt.1630,20436461
10.1093/nar/gkp464,19487240
10.1093/nar/gkt448,23748563
10.1002/0471250953.bi0211s47,25199791
10.1186/gb-2009-10-12-r139,19961599
10.1093/bioinformatics/btr709,22247279
10.1093/protein/12.1.15,10065706
10.1038/75556,10802651
10.1093/nar/gku1179,25428369
10.1093/bioinformatics/btn615,19033274
10.1186/1471-2105-10-48,19192299
10.1093/bioinformatics/btp539,19744995
10.1186/s12859-016-1134-2,27334112
10.1186/1471-2105-8-401,17945017
10.1093/nar/gkq967,20972220
10.1093/nar/gkr907,22110029
10.1021/ja1063923,20822180
10.1093/bioinformatics/btm009,17237039
10.1093/bioinformatics/bts611,23071270
10.1002/0471250953.bia01es00,18428689
10.1021/ct300102d,26592996
10.1016/j.str.2008.10.017,19081051
10.1186/1471-2105-9-128,18307793
10.1093/bioinformatics/btn250,18511468
10.1093/nar/gkv1351,26656494
10.1101/gr.2821705,15687296
10.1021/acs.jcim.6b00174,27391578
10.1038/srep42717,28256516
10.1093/nar/gkw1064,27899579
10.1093/molbev/msw080,27189561
10.1093/molbev/msu088,24600054
10.1093/nar/gkv345,25883147
10.1093/nar/gku456,24860165
10.1093/bioinformatics/btr576,21998155
10.4103/0974-777X.170496,26751031
10.1093/nar/gkr408,21646336
10.1186/gb-2007-8-8-r171,17708774
10.1016/0263-7855(90)80070-V,2268628
10.1101/gr.9.9.815,10508839
10.1093/nar/gkv402,25925569
10.1038/nmeth.f.303,20383131
10.1016/j.ajhg.2013.04.024,23731542
10.1038/ncomms11257,27071849
10.1093/nar/gkr246,21609954
10.1186/1471-2105-10-330,19822003
10.1093/nar/gkr282,21543452
10.1093/nar/gkx462,28531339
10.1093/nar/gkv1251,26586805
10.1371/journal.pone.0049040,23189138
10.1093/nar/gkt550,23783574
10.1016/j.fsigen.2013.10.012,24528572
10.1186/gb-2009-10-3-r27,19265557
10.1093/bioinformatics/bti166,15564294
10.3389/fpls.2015.01194,26779228
10.1038/nprot.2012.016,22383036
10.1093/bioinformatics/btp149,19289446
10.1002/humu.20166,15832311
10.1186/s12864-016-3063-x,27801291
10.1186/s12911-017-0424-6,28330491
10.1101/gr.871403,12529313
10.1073/pnas.0337561100,12552088
10.1186/1471-2105-10-S6-S4,19534753
10.1093/bioinformatics/bti431,15817692
10.1101/gr.143693.112,23222846
10.1093/nar/gkt984,24185702
10.1093/bioinformatics/btn221,18474507
10.1093/nar/gki424,15980539
10.1093/bioinformatics/btp020,19179357
10.1039/c3mb25551d,23591551
10.1002/humu.22600,24915749
10.1186/s12920-015-0125-x,26282678
10.1186/1756-0381-3-1,20175922
10.1146/annurev.genet.34.1.499,11092837
10.1093/nar/gkl330,16844969
10.1093/bioinformatics/bts293,22592380
10.1093/bioinformatics/btv171,25810435
10.1186/1471-2164-16-S8-S1,26110438
10.1007/s12263-010-0167-9,21052526
10.1093/bioinformatics/btv709,26644416
10.1021/pr050354v,16602684
10.1016/j.jsb.2016.04.010,27108186
10.1093/nar/gkv485,25969446
10.1186/1471-2105-8-148,17484781
10.1186/s12864-015-1847-z,26306699
10.1093/bioinformatics/btr108,21367869
10.1093/bioinformatics/btm177,17646326
10.1093/nar/gku396,24848019
10.1093/bioinformatics/bts390,22962467
10.1093/nar/gku366,24799431
10.1155/2013/398968,23971032
10.1093/nar/gkg508,12824312
10.1093/nar/gkh377,15215403
10.1007/s11306-017-1178-y,28261014
10.1186/s12859-015-0873-9,26738481
10.1093/nar/gkg847,14602924
10.1093/bioinformatics/btl610,17138584
10.1186/1471-2105-9-392,18811934
10.1016/0022-2836(91)90883-8,2002501
10.1186/1471-2105-11-579,21110866
10.1038/ng917,12053178
10.1093/nar/gku1061,25378340
10.1016/j.ymeth.2015.08.021,26318087
10.1093/bioinformatics/btr682,22190692
10.1371/journal.pone.0050240,23209685
10.1002/minf.201300061,27480060
10.1021/ci400459w,24117467
10.1093/bioinformatics/bti534,15947016
10.1093/nar/gku986,25324309
10.1111/j.1469-8137.2012.04184.x,22651224
10.1093/nar/gkt977,24194600
10.1186/1471-2164-11-293,20459805
10.1093/bioinformatics/16.6.566,10980157
10.1093/nar/29.1.221,11125097
10.1107/S0907444913022294,24311580
10.1093/nar/gku1161,25414341
10.1002/prot.10146,12112692
10.1093/nar/28.1.225,10592232
10.1186/1471-2105-14-103,23514033
10.1093/nar/gks483,22669907
10.1186/1471-2164-15-S4-S7,25057121
10.1186/s12859-017-1654-4,28454514
10.1104/pp.109.136028,19357200
10.1093/bioinformatics/btq233,20430753
10.1093/bioinformatics/btr415,21757462
10.1186/1471-2105-7-318,16792820
10.1186/s12859-015-0692-z,26264559
10.1002/pro.5560040817,8520485
10.1093/bioinformatics/bts148,22474121
10.1111/j.1365-313X.2011.04803.x,21955023
10.1186/s12859-015-0486-3,25879798
10.1093/bioinformatics/bti506,15905273
10.1093/bioinformatics/bts550,22962341
10.1093/bioinformatics/btp232,19478001
10.1093/nar/gkn153,18397951
10.1093/nar/gkj118,16381935
10.1186/gb-2005-6-12-r104,16356267
10.1093/bioinformatics/btq114,20385730
10.1107/S0907444907037195,18094475
10.1186/1746-1596-6-s1-s13,21489183
10.1107/S0907444994003112,15299374
10.1186/1471-2105-14-S7-S11,23815231
10.1093/nar/gkt516,23754850
10.1093/bioinformatics/btq547,20940168
10.1093/bioinformatics/btr198,21498402
10.1093/bioinformatics/btv463,26249811
10.1093/bioinformatics/btq099,20200009
10.1107/S0907444904026460,15572779
10.1093/nar/gki414,15980588
10.1371/journal.pcbi.1000440,19609355
10.1093/bioinformatics/bts343,22711791
10.1186/1471-2105-10-201,19563634
10.1093/nar/gkr389,21622655
10.1093/nar/gkl124,16845026
10.1186/s13326-016-0074-0,27195102
10.1093/nar/gkr287,21622954
10.1093/bioinformatics/bts246,22556364
10.1107/S0907444913000565,23519672
10.1186/1471-2105-11-133,20233390
10.1093/bioinformatics/btp545,19762348
10.1186/1471-2105-9-312,18637174
10.1186/1471-2105-6-298,16343337
10.1093/bioinformatics/btq545,20871108
10.1093/nar/gkr411,21646342
10.1093/bioinformatics/btq537,20861031
10.1038/srep31971,27534507
10.1111/j.1749-6632.2008.03756.x,19348638
10.1109/TCBB.2011.116,21860065
10.1093/nar/gki399,15980547
10.1093/nar/gkg622,12824351
10.1371/journal.pone.0077302,24204795
10.1093/nar/gkr361,21596783
10.1186/1471-2105-7-172,16566824
10.1021/acs.jcim.6b00498,28181802
10.1186/1472-6807-9-51,19646261
10.1093/nar/gkt497,23761454
10.1371/journal.pone.0015079,21152409
10.1093/nar/gkg629,12824347
10.1371/journal.pone.0083784,24391826
10.1371/journal.pcbi.1000933,20862303
10.1371/journal.pcbi.1002829,23300419
10.1093/nar/gks577,22695797
10.1093/bioinformatics/btn325,18593718
10.1186/s13742-015-0063-8,25960870
10.1371/journal.pone.0110726,25330359
10.1007/s10858-009-9386-z,19915800
10.1186/1471-2105-3-25,12225620
10.1016/S0022-2836(03)00182-7,12634065
10.1093/nar/gkh028,14681376
10.1093/nar/gki499,15980442
10.1002/prot.24536,24523134
10.1186/1471-2105-9-S2-S2,18387204
10.1093/bioinformatics/btu813,25527831
10.1016/j.biocel.2017.07.002,28710041
10.1021/acs.analchem.0c01690,32589019
10.1016/j.ymben.2017.12.002,29233745
10.1093/nar/gkm981,18003657
10.1002/pmic.200300830,15274128
10.1093/nar/gku949,25300481
10.1016/j.sbi.2006.04.003,16650981
10.1002/pmic.200300764,15174124
10.1093/nar/gkr1079,22121212
10.1093/nar/gkl842,17130148
10.1093/bioinformatics/bth191,15044231
10.1093/nar/gkp902,19880380
10.1093/nar/gkj040,16381952
10.1093/nar/gku1028,25352545
10.1093/nar/gkq1172,21097890
10.1093/nar/gkv983,26424852
10.1093/nar/gkt1058,24214959
10.1016/j.jbiotec.2017.05.004,28487186
10.1093/nar/gkn707,18927110
10.1016/j.ajhg.2017.04.010,28502612
10.1093/nar/gkt1056,24194592
10.1107/S1399004715015679,26527137
10.1039/c7cp00187h,28636001
10.1093/nar/gkm1019,18032434
10.1186/s13059-020-1935-5,32033565
10.1126/science.1260419,25613900
10.1093/nar/gkv1209,26578574
10.1093/nar/gkt1155,24265223
10.1093/nar/gkv1195,26582919
10.1093/nar/gkj023,16381892
10.1007/978-1-62703-302-2_4,23494302
10.1093/nar/gkh097,14681371
10.1093/nar/gkg040,12520019
10.1093/nar/gkp981,19917642
10.1002/pmic.200300721,15221759
10.1093/nar/gkh119,14681451
10.1093/nar/gkh035,14681467
10.1093/nar/gkq1105,21071423
10.1093/nar/gkp1020,19933760
10.1111/J.1364-3703.2005.00317.X,20507428
10.1093/nar/gkn878,19073704
10.1038/nature22366,28514442
10.1093/database/baq030,21149299
10.1093/nar/gki088,15608286
10.1089/omi.2006.10.114,16901215
10.1101/2020.07.30.228890,32766578
10.1093/bib/bbaa115,32572450
10.1093/ABT/TBAA020,33215063
10.1101/2020.05.12.091983,32577656
10.2196/22299,32931441
10.1093/bioinformatics/btaa739,32805021
10.1038/s41598-020-72979-4,32999342
10.1093/database/baaa083,33181822
10.1093/nar/gks1153,23203886
10.1101/2020.10.27.20220665,33140059
10.1093/bioinformatics/btaa1091,33416858
10.1016/j.ccell.2015.02.007,25759023
10.1038/nmeth.2642,24037244
10.1038/s41568-020-0290-x,32778778
10.1099/mgen.0.000410,32726198
10.1038/nature17164,27088604
10.1038/s41467-020-14396-9,32029736
10.1038/s41597-020-0567-7,32661237
10.1002/jms.1777,20623627
10.1107/S0907444911054515,22505269
10.1107/S0021889809008784,22477769
10.1107/S0907444908037591,19171973
10.1107/S2052252518010552,30224962
10.1002/pro.3353,29168245
10.1093/bioinformatics/btr590,22034521
10.1016/j.jmb.2016.02.002,26869101
10.1107/S2059798316013036,27710932
10.1107/S2059798319003875,30988258
10.1093/bioinformatics/17.12.1228,11751233
10.1093/nar/gkz1000,31691799
10.1093/nar/gkv1143,26527733
10.1093/nar/gkm792,17913739
10.1186/1472-6807-9-15,19296847
10.1016/j.synbio.2015.11.001,29082924
10.1038/s41467-018-05051-5,29980662
10.1093/database/bat035,23707967
10.1038/nature11241,22801500
10.1093/nar/gkx868,29036719
10.1186/1471-2105-14-205,23800225
10.1093/nar/gkt1273,24335080
10.1007/s12539-018-0282-7,29383564
10.1007/s12539-019-00317-y,30707359
10.1186/1471-2164-12-119,21332983
10.12688/f1000research.11301.1,28529710
10.1038/nmeth.4153,28135259
10.1186/s12859-018-2073-x,29745830
10.15252/msb.20167490,28596423
10.1038/nbt.3769,28092658
10.1093/nar/gku1123,25428357
10.1007/s00705-016-2977-6,27424026
10.1093/nar/gkt1115,24234451
10.1093/nar/gku1108,25392413
10.1186/s12864-017-4120-9,28915793
10.1038/ng.736,21186351
10.1371/journal.pone.0010709,20505756
10.1007/s12015-006-0001-3,17142879
10.1101/gr.220962.117,28855263
10.1093/nar/gkx1065,29092055
10.1016/j.jsb.2016.02.007,26873783
10.1093/bioinformatics/btx483,28961691
10.1093/bioinformatics/btz118,30768147
10.1126/science.1139862,17588928
10.1261/rna.2387911,21389147
10.1093/nar/gku1003,25352553
10.3389/fpls.2012.00125,22685450
10.1016/j.jprot.2008.02.005,18617148
10.1093/nar/gks1151,23180787
10.1093/bioinformatics/btu550,25150248
10.1093/pcp/pcv170,26556651
10.1093/nar/gkj105,16381873
10.1016/j.ijfoodmicro.2015.12.001,26704067
10.1261/rna.043687.113,25234927
10.1186/1471-2164-10-5,19126223
10.1093/nar/gkv1301,26612862
10.1093/bioinformatics/btu739,25398609
10.1093/nar/gks1145,23180783
10.1093/nar/gku1118,25392418
10.1093/nar/gkx965,29069414
10.1093/nar/gks1004,23109552
10.1093/nar/gkw1119,27899580
10.1093/bib/bbs036,22786784
10.1186/1471-2105-8-172,17521438
10.1093/nar/gkv1045,26481351
10.1186/1471-2164-15-371,24885229
10.1093/nar/28.1.304,10592255
10.1093/nar/gkw1107,27899635
10.1007/978-1-4939-3167-5_4,26519401
10.1371/journal.pone.0043117,23028445
10.1093/nar/gkm788,17932060
10.1093/nar/gkm996,17999995
10.1093/bioinformatics/btp243,19357098
10.1186/s13321-017-0191-5,28123452
10.1186/s13321-018-0289-4,30066211
10.1186/s12859-017-1840-4,28969593
10.1186/s13321-018-0272-0,29616364
10.1186/s13321-017-0203-5,28316655
10.1186/s13321-017-0194-2,28194231
10.1186/s12859-017-1839-x,28964254
10.1186/1752-0509-7-116,24180668
10.1186/s13059-016-1006-0,27356760
10.1186/s13321-016-0188-5,28184254
10.1186/s12859-017-1900-9,29297289
10.1186/s12859-018-2212-4,29792161
10.1186/s12859-018-2211-5,29954318
10.1093/bioinformatics/btx615,29028888
10.1038/s41594-017-0019-z,29335563
10.1038/nmeth.4510,29155427
10.1093/bioinformatics/btx225,28430858
10.1016/j.jbi.2016.08.012,27515925
10.1371/journal.pone.0050653,23209799
10.1093/nar/gki107,15608241
10.1155/2008/420747,19956698
10.1093/nar/gkt1244,24288368
10.1093/nar/gks901,23034802
10.1186/1471-2105-9-273,18544157
10.1016/j.cell.2007.04.040,17604727
10.1093/nar/gkv1163,26527719
10.1186/s12866-016-0804-6,27527702
10.1016/j.str.2010.07.013,21070939
10.3389/fphar.2015.00199,26441656
10.1128/genomeA.00092-16,26988038
10.1093/nar/gku1060,25378313
10.1093/bib/bbr024,21565935
10.1186/1471-2105-5-86,15230973
10.1093/bioinformatics/btr137,21398669
10.1016/j.nbt.2012.05.019,22687389
10.1038/ng.919,21873998
10.1136/gutjnl-2011-301104,22115825
10.1093/pcp/pcr141,22009731
10.1074/mcp.M500401-MCP200,16501280
10.1002/jgm.786,15945121
10.1093/bioinformatics/bts486,22851531
10.1146/annurev-genet-120213-092023,26473382
10.1186/1471-2105-9-405,18823568
10.1186/1471-2105-10-273,19723314
10.1093/nar/gkl1029,17148481
10.1093/nar/gkv1238,26602692
10.1093/nar/27.1.295,9847207
10.2165/00822942-200594030-00002,16231959
10.1371/journal.pone.0080961,24324652
10.1093/nar/gks1063,23155064
10.1016/j.mito.2010.01.004,20080208
10.1016/j.mito.2010.10.005,21059409
10.1093/nar/gkq936,20965970
10.1021/bi9019934,20184389
10.1093/bioinformatics/btt289,23698860
10.1089/bio.2016.0088,27936342
10.1093/nar/gkn727,18931373
10.1093/nar/gks997,23118479
10.1016/j.jsb.2011.04.011,21536137
10.1093/nar/gkr806,22080506
10.1093/nar/gkn814,18957442
10.1093/nar/gkl999,17145705
10.1016/j.gene.2007.05.018,17614217
10.1093/nar/gks1195,23193287
10.1093/glycob/cwj049,16239495
10.1093/nar/gkt1144,24271400
10.1093/nar/gkm964,18073188
10.1093/bioinformatics/btp586,19846435
10.1093/nar/gkl970,17142229
10.1093/nar/29.1.294,11125117
10.1093/nar/gkm825,17942430
10.1093/nar/gks1091,23175607
10.1093/nar/gkr1027,22121228
10.1186/1752-0509-1-35,17678529
10.1093/nar/gkn730,18927105
10.1093/nar/gki053,15608217
10.1093/nar/gkn597,18805906
10.1093/nar/gkr1032,22116062
10.1093/nar/gkt1255,24304901
10.1093/nar/gki115,15608279
10.1093/nar/gks1235,23197660
10.1093/nar/gkn734,18940865
10.1093/database/bap020,21847242
10.1093/nar/gkn741,18940862
10.1093/nar/gkm751,17921502
10.1093/nar/gku724,25106869
10.1371/journal.pcbi.1003432,24453957
10.1093/nar/gkj116,16381947
10.1111/mec.12481,24112409
10.1093/nar/gku1055,25355515
10.1093/nar/gkl947,17145713
10.1093/protein/7.7.841,7971946
10.1111/j.1365-2583.2009.00930.x,20482635
10.1110/ps.035428.108,18614751
10.1038/ejhg.2014.235,25407005
10.1093/nar/30.1.142,11752276
10.1093/nar/gkn653,18832364
10.1093/nar/gkg014,12519986
10.1093/nar/gkn683,18842634
