PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
22689640,PRince: a web server for structural and physicochemical analysis of protein-RNA interface,"Barik A, Mishra A, Bahadur RP.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W440-4. doi: 10.1093/nar/gks535. Epub 2012 Jun 11.,Barik A,Nucleic Acids Res,2012,2012/06/13,PMC3394290,,10.1093/nar/gks535
22689641,PredyFlexy: flexibility and local structure prediction from sequence,"de Brevern AG, Bornot A, Craveur P, Etchebest C, Gelly JC.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W317-22. doi: 10.1093/nar/gks482. Epub 2012 Jun 11.,de Brevern AG,Nucleic Acids Res,2012,2012/06/13,PMC3394303,,10.1093/nar/gks482
22689642,BIPS: BIANA Interolog Prediction Server. A tool for protein-protein interaction inference,"Garcia-Garcia J, Schleker S, Klein-Seetharaman J, Oliva B.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W147-51. doi: 10.1093/nar/gks553. Epub 2012 Jun 11.,Garcia-Garcia J,Nucleic Acids Res,2012,2012/06/13,PMC3394316,,10.1093/nar/gks553
22689643,MoNetFamily: a web server to infer homologous modules and module-module interaction networks in vertebrates,"Lin CY, Lin YW, Yu SW, Lo YS, Yang JM.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W263-70. doi: 10.1093/nar/gks541. Epub 2012 Jun 11.,Lin CY,Nucleic Acids Res,2012,2012/06/13,PMC3394321,,10.1093/nar/gks541
22689644,MFEprimer-2.0: a fast thermodynamics-based program for checking PCR primer specificity,"Qu W, Zhou Y, Zhang Y, Lu Y, Wang X, Zhao D, Yang Y, Zhang C.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W205-8. doi: 10.1093/nar/gks552. Epub 2012 Jun 11.,Qu W,Nucleic Acids Res,2012,2012/06/13,PMC3394324,,10.1093/nar/gks552
22689645,PBSword: a web server for searching similar protein-protein binding sites,"Pang B, Kuang X, Zhao N, Korkin D, Shyu CR.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W428-34. doi: 10.1093/nar/gks527. Epub 2012 Jun 11.,Pang B,Nucleic Acids Res,2012,2012/06/13,PMC3394332,,10.1093/nar/gks527
22689646,SPEER-SERVER: a web server for prediction of protein specificity determining sites,"Chakraborty A, Mandloi S, Lanczycki CJ, Panchenko AR, Chakrabarti S.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W242-8. doi: 10.1093/nar/gks559. Epub 2012 Jun 11.,Chakraborty A,Nucleic Acids Res,2012,2012/06/13,PMC3394334,,10.1093/nar/gks559
22689647,SIFT web server: predicting effects of amino acid substitutions on proteins,"Sim NL, Kumar P, Hu J, Henikoff S, Schneider G, Ng PC.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W452-7. doi: 10.1093/nar/gks539. Epub 2012 Jun 11.,Sim NL,Nucleic Acids Res,2012,2012/06/13,PMC3394338,,10.1093/nar/gks539
22693209,SETTER: web server for RNA structure comparison,"Cech P, Svozil D, Hoksza D.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W42-8. doi: 10.1093/nar/gks560. Epub 2012 Jun 11.,Cech P,Nucleic Acids Res,2012,2012/06/14,PMC3394248,,10.1093/nar/gks560
22693210,Inferring the regulatory network behind a gene expression experiment,"Bleda M, Medina I, Alonso R, De Maria A, Salavert F, Dopazo J.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W168-72. doi: 10.1093/nar/gks573. Epub 2012 Jun 11.,Bleda M,Nucleic Acids Res,2012,2012/06/14,PMC3394273,,10.1093/nar/gks573
22693211,"VARIANT: Command Line, Web service and Web interface for fast and accurate functional characterization of variants found by Next-Generation Sequencing","Medina I, De Maria A, Bleda M, Salavert F, Alonso R, Gonzalez CY, Dopazo J.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W54-8. doi: 10.1093/nar/gks572. Epub 2012 Jun 11.,Medina I,Nucleic Acids Res,2012,2012/06/14,PMC3394276,,10.1093/nar/gks572
22693212,CPred: a web server for predicting viable circular permutations in proteins,"Lo WC, Wang LF, Liu YY, Dai T, Hwang JK, Lyu PC.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W232-7. doi: 10.1093/nar/gks529. Epub 2012 Jun 11.,Lo WC,Nucleic Acids Res,2012,2012/06/14,PMC3394280,,10.1093/nar/gks529
22693213,SeqFIRE: a web application for automated extraction of indel regions and conserved blocks from protein multiple sequence alignments,"Ajawatanawong P, Atkinson GC, Watson-Haigh NS, Mackenzie B, Baldauf SL.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W340-7. doi: 10.1093/nar/gks561. Epub 2012 Jun 11.,Ajawatanawong P,Nucleic Acids Res,2012,2012/06/14,PMC3394284,,10.1093/nar/gks561
22693214,DBD2BS: connecting a DNA-binding protein with its binding sites,"Chien TY, Lin CK, Lin CW, Weng YZ, Chen CY, Chang DT.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W173-9. doi: 10.1093/nar/gks564. Epub 2012 Jun 11.,Chien TY,Nucleic Acids Res,2012,2012/06/14,PMC3394304,,10.1093/nar/gks564
22693215,3DTF: a web server for predicting transcription factor PWMs using 3D structure-based energy calculations,"Gabdoulline R, Eckweiler D, Kel A, Stegmaier P.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W180-5. doi: 10.1093/nar/gks551. Epub 2012 Jun 11.,Gabdoulline R,Nucleic Acids Res,2012,2012/06/14,PMC3394331,,10.1093/nar/gks551
22693216,BioShell Threader: protein homology detection based on sequence profiles and secondary structure profiles,"Gront D, Blaszczyk M, Wojciechowski P, Kolinski A.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W257-62. doi: 10.1093/nar/gks555. Epub 2012 Jun 12.,Gront D,Nucleic Acids Res,2012,2012/06/14,PMC3394251,,10.1093/nar/gks555
22693217,TAL Effector-Nucleotide Targeter (TALE-NT) 2.0: tools for TAL effector design and target prediction,"Doyle EL, Booher NJ, Standage DS, Voytas DF, Brendel VP, Vandyk JK, Bogdanove AJ.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W117-22. doi: 10.1093/nar/gks608. Epub 2012 Jun 12.,Doyle EL,Nucleic Acids Res,2012,2012/06/14,PMC3394250,,10.1093/nar/gks608
22693218,"The XXmotif web server for eXhaustive, weight matriX-based motif discovery in nucleotide sequences","Luehr S, Hartmann H, Söding J.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W104-9. doi: 10.1093/nar/gks602. Epub 2012 Jun 12.,Luehr S,Nucleic Acids Res,2012,2012/06/14,PMC3394272,,10.1093/nar/gks602
22693219,GeneView: a comprehensive semantic search engine for PubMed,"Thomas P, Starlinger J, Vowinkel A, Arzt S, Leser U.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W585-91. doi: 10.1093/nar/gks563. Epub 2012 Jun 12.,Thomas P,Nucleic Acids Res,2012,2012/06/14,PMC3394277,,10.1093/nar/gks563
22693220,"CellBase, a comprehensive collection of RESTful web services for retrieving relevant biological information from heterogeneous sources","Bleda M, Tarraga J, de Maria A, Salavert F, Garcia-Alonso L, Celma M, Martin A, Dopazo J, Medina I.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W609-14. doi: 10.1093/nar/gks575. Epub 2012 Jun 12.,Bleda M,Nucleic Acids Res,2012,2012/06/14,PMC3394301,,10.1093/nar/gks575
22693222,BioMe: biologically relevant metals,"Tus A, Rakipovic A, Peretin G, Tomic S, Sikic M.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W352-7. doi: 10.1093/nar/gks514. Epub 2012 Jun 12.,Tus A,Nucleic Acids Res,2012,2012/06/14,PMC3394320,,10.1093/nar/gks514
22693223,pKNOT v.2: the protein KNOT web server,"Lai YL, Chen CC, Hwang JK.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W228-31. doi: 10.1093/nar/gks592. Epub 2012 Jun 12.,Lai YL,Nucleic Acids Res,2012,2012/06/14,PMC3394322,,10.1093/nar/gks592
22693224,PsRobot: a web-based plant small RNA meta-analysis toolbox,"Wu HJ, Ma YK, Chen T, Wang M, Wang XJ.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W22-8. doi: 10.1093/nar/gks554. Epub 2012 Jun 12.,Wu HJ,Nucleic Acids Res,2012,2012/06/14,PMC3394341,,10.1093/nar/gks554
22695796,"EvolView, an online tool for visualizing, annotating and managing phylogenetic trees","Zhang H, Gao S, Lercher MJ, Hu S, Chen WH.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W569-72. doi: 10.1093/nar/gks576. Epub 2012 Jun 13.,Zhang H,Nucleic Acids Res,2012,2012/06/15,PMC3394307,,10.1093/nar/gks576
22695797,Monte Carlo simulations of peptide-membrane interactions with the MCPep web server,"Gofman Y, Haliloglu T, Ben-Tal N.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W358-63. doi: 10.1093/nar/gks577. Epub 2012 Jun 13.,Gofman Y,Nucleic Acids Res,2012,2012/06/15,PMC3394254,,10.1093/nar/gks577
22700702,RegPrecise web services interface: programmatic access to the transcriptional regulatory interactions in bacteria reconstructed by comparative genomics,"Novichkov PS, Brettin TS, Novichkova ES, Dehal PS, Arkin AP, Dubchak I, Rodionov DA.",Nucleic Acids Res. 2012 Jul;40(Web Server issue):W604-8. doi: 10.1093/nar/gks562. Epub 2012 Jun 14.,Novichkov PS,Nucleic Acids Res,2012,2012/06/16,PMC3394319,,10.1093/nar/gks562
23609539,Adepth: New Representation and its implications for atomic depths of macromolecules,"Chen SW, Pellequer JL.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W412-6. doi: 10.1093/nar/gkt299. Epub 2013 Apr 22.,Chen SW,Nucleic Acids Res,2013,2013/04/24,PMC3692060,,10.1093/nar/gkt299
23609541,"CNA web server: rigidity theory-based thermal unfolding simulations of proteins for linking structure, (thermo-)stability, and function","Krüger DM, Rathi PC, Pfleger C, Gohlke H.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W340-8. doi: 10.1093/nar/gkt292. Epub 2013 Apr 22.,Krüger DM,Nucleic Acids Res,2013,2013/04/24,PMC3692064,,10.1093/nar/gkt292
23609542,BLAST: a more efficient report with usability improvements,"Boratyn GM, Camacho C, Cooper PS, Coulouris G, Fong A, Ma N, Madden TL, Matten WT, McGinnis SD, Merezhuk Y, Raytselis Y, Sayers EW, Tao T, Ye J, Zaretskaya I.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W29-33. doi: 10.1093/nar/gkt282. Epub 2013 Apr 22.,Boratyn GM,Nucleic Acids Res,2013,2013/04/24,PMC3692093,,10.1093/nar/gkt282
23609545,OrganellarGenomeDRAW--a suite of tools for generating physical maps of plastid and mitochondrial genomes and visualizing expression data sets,"Lohse M, Drechsel O, Kahlau S, Bock R.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W575-81. doi: 10.1093/nar/gkt289. Epub 2013 Apr 22.,Lohse M,Nucleic Acids Res,2013,2013/04/24,PMC3692101,,10.1093/nar/gkt289
23609546,LISE: a server using ligand-interacting and site-enriched protein triangles for prediction of ligand-binding sites,"Xie ZR, Liu CK, Hsiao FC, Yao A, Hwang MJ.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W292-6. doi: 10.1093/nar/gkt300. Epub 2013 Apr 22.,Xie ZR,Nucleic Acids Res,2013,2013/04/24,PMC3692107,,10.1093/nar/gkt300
23620278,User-friendly solutions for microarray quality control and pre-processing on ArrayAnalysis.org,"Eijssen LM, Jaillard M, Adriaens ME, Gaj S, de Groot PJ, Müller M, Evelo CT.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W71-6. doi: 10.1093/nar/gkt293. Epub 2013 Apr 24.,Eijssen LM,Nucleic Acids Res,2013,2013/04/27,PMC3692049,,10.1093/nar/gkt293
23620284,RNAstructure: Web servers for RNA secondary structure prediction and analysis,"Bellaousov S, Reuter JS, Seetin MG, Mathews DH.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W471-4. doi: 10.1093/nar/gkt290. Epub 2013 Apr 24.,Bellaousov S,Nucleic Acids Res,2013,2013/04/27,PMC3692136,,10.1093/nar/gkt290
23620286,PhysBinder: Improving the prediction of transcription factor binding sites by flexible inclusion of biophysical properties,"Broos S, Soete A, Hooghe B, Moran R, van Roy F, De Bleser P.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W531-4. doi: 10.1093/nar/gkt288. Epub 2013 Apr 24.,Broos S,Nucleic Acids Res,2013,2013/04/27,PMC3692127,,10.1093/nar/gkt288
23620293,DIALIGN at GOBICS--multiple sequence alignment using various sources of external information,"Al Ait L, Yamak Z, Morgenstern B.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W3-7. doi: 10.1093/nar/gkt283. Epub 2013 Apr 24.,Al Ait L,Nucleic Acids Res,2013,2013/04/27,PMC3692126,,10.1093/nar/gkt283
23620298,The ModFOLD4 server for the quality assessment of 3D protein models,"McGuffin LJ, Buenavista MT, Roche DB.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W368-72. doi: 10.1093/nar/gkt294. Epub 2013 Apr 25.,McGuffin LJ,Nucleic Acids Res,2013,2013/04/27,PMC3692122,,10.1093/nar/gkt294
23625965,ValiDichro: a website for validating and quality control of protein circular dichroism spectra,"Woollett B, Whitmore L, Janes RW, Wallace BA.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W417-21. doi: 10.1093/nar/gkt287. Epub 2013 Apr 26.,Woollett B,Nucleic Acids Res,2013,2013/04/30,PMC3977657,,10.1093/nar/gkt287
23630321,The RNAsnp web server: predicting SNP effects on local RNA secondary structure,"Sabarinathan R, Tafer H, Seemann SE, Hofacker IL, Stadler PF, Gorodkin J.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W475-9. doi: 10.1093/nar/gkt291. Epub 2013 Apr 29.,Sabarinathan R,Nucleic Acids Res,2013,2013/05/01,PMC3977658,,10.1093/nar/gkt291
23632162,PlantGSEA: a gene set enrichment analysis toolkit for plant community,"Yi X, Du Z, Su Z.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W98-103. doi: 10.1093/nar/gkt281. Epub 2013 Apr 30.,Yi X,Nucleic Acids Res,2013,2013/05/02,PMC3692080,,10.1093/nar/gkt281
23632163,The Genomic HyperBrowser: an analysis web server for genome-scale data,"Sandve GK, Gundersen S, Johansen M, Glad IK, Gunathasan K, Holden L, Holden M, Liestøl K, Nygård S, Nygaard V, Paulsen J, Rydbeck H, Trengereid K, Clancy T, Drabløs F, Ferkingstad E, Kalas M, Lien T, Rye MB, Frigessi A, Hovig E.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W133-41. doi: 10.1093/nar/gkt342. Epub 2013 Apr 30.,Sandve GK,Nucleic Acids Res,2013,2013/05/02,PMC3692097,,10.1093/nar/gkt342
23632165,QualitySNPng: a user-friendly SNP detection and visualization tool,"Nijveen H, van Kaauwen M, Esselink DG, Hoegen B, Vosman B.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W587-90. doi: 10.1093/nar/gkt333. Epub 2013 Apr 30.,Nijveen H,Nucleic Acids Res,2013,2013/05/02,PMC3692117,,10.1093/nar/gkt333
23640332,Memoir: template-based structure prediction for membrane proteins,"Ebejer JP, Hill JR, Kelm S, Shi J, Deane CM.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W379-83. doi: 10.1093/nar/gkt331. Epub 2013 May 2.,Ebejer JP,Nucleic Acids Res,2013,2013/05/04,PMC3692111,,10.1093/nar/gkt331
23640334,"The Taverna workflow suite: designing and executing workflows of Web Services on the desktop, web or in the cloud","Wolstencroft K, Haines R, Fellows D, Williams A, Withers D, Owen S, Soiland-Reyes S, Dunlop I, Nenadic A, Fisher P, Bhagat J, Belhajjame K, Bacall F, Hardisty A, Nieva de la Hidalga A, Balcazar Vargas MP, Sufi S, Goble C.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W557-61. doi: 10.1093/nar/gkt328. Epub 2013 May 2.,Wolstencroft K,Nucleic Acids Res,2013,2013/05/04,PMC3692062,,10.1093/nar/gkt328
23640335,CMCompare webserver: comparing RNA families via covariance models,"Eggenhofer F, Hofacker IL, Höner Zu Siederdissen C.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W499-503. doi: 10.1093/nar/gkt329. Epub 2013 May 2.,Eggenhofer F,Nucleic Acids Res,2013,2013/05/04,PMC3692125,,10.1093/nar/gkt329
23658222,CABS-flex: Server for fast simulation of protein structure fluctuations,"Jamroz M, Kolinski A, Kmiecik S.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W427-31. doi: 10.1093/nar/gkt332. Epub 2013 May 8.,Jamroz M,Nucleic Acids Res,2013,2013/05/10,PMC3692091,,10.1093/nar/gkt332
23661681,STRAW: Species TRee Analysis Web server,"Shaw TI, Ruan Z, Glenn TC, Liu L.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W238-41. doi: 10.1093/nar/gkt377. Epub 2013 May 9.,Shaw TI,Nucleic Acids Res,2013,2013/05/11,PMC3692081,,10.1093/nar/gkt377
23666626,Graphite Web: Web tool for gene set analysis exploiting pathway topology,"Sales G, Calura E, Martini P, Romualdi C.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W89-97. doi: 10.1093/nar/gkt386. Epub 2013 May 10.,Sales G,Nucleic Acids Res,2013,2013/05/14,PMC3977659,,10.1093/nar/gkt386
23671331,EvoDesign: De novo protein design based on structural and evolutionary profiles,"Mitra P, Shultis D, Zhang Y.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W273-80. doi: 10.1093/nar/gkt384. Epub 2013 May 13.,Mitra P,Nucleic Acids Res,2013,2013/05/15,PMC3692067,,10.1093/nar/gkt384
23671332,MoMA-LigPath: a web server to simulate protein-ligand unbinding,"Devaurs D, Bouard L, Vaisset M, Zanon C, Al-Bluwi I, Iehl R, Siméon T, Cortés J.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W297-302. doi: 10.1093/nar/gkt380. Epub 2013 May 13.,Devaurs D,Nucleic Acids Res,2013,2013/05/15,PMC3692135,,10.1093/nar/gkt380
23671333,IgBLAST: an immunoglobulin variable domain sequence analysis tool,"Ye J, Ma N, Madden TL, Ostell JM.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W34-40. doi: 10.1093/nar/gkt382. Epub 2013 May 13.,Ye J,Nucleic Acids Res,2013,2013/05/15,PMC3692102,,10.1093/nar/gkt382
23671334,A new reference implementation of the PSICQUIC web service,"del-Toro N, Dumousseau M, Orchard S, Jimenez RC, Galeota E, Launay G, Goll J, Breuer K, Ono K, Salwinski L, Hermjakob H.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W601-6. doi: 10.1093/nar/gkt392. Epub 2013 May 13.,del-Toro N,Nucleic Acids Res,2013,2013/05/15,PMC3977660,,10.1093/nar/gkt392
23671335,3DEM Loupe: Analysis of macromolecular dynamics using structures from electron microscopy,"Nogales-Cadenas R, Jonic S, Tama F, Arteni AA, Tabas-Madrid D, Vázquez M, Pascual-Montano A, Sorzano CO.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W363-7. doi: 10.1093/nar/gkt385. Epub 2013 May 13.,Nogales-Cadenas R,Nucleic Acids Res,2013,2013/05/15,PMC3692114,,10.1093/nar/gkt385
23671338,Analysis Tool Web Services from the EMBL-EBI,"McWilliam H, Li W, Uludag M, Squizzato S, Park YM, Buso N, Cowley AP, Lopez R.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W597-600. doi: 10.1093/nar/gkt376. Epub 2013 May 13.,McWilliam H,Nucleic Acids Res,2013,2013/05/15,PMC3692137,,10.1093/nar/gkt376
23677608,BAGEL3: Automated identification of genes encoding bacteriocins and (non-)bactericidal posttranslationally modified peptides,"van Heel AJ, de Jong A, Montalbán-López M, Kok J, Kuipers OP.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W448-53. doi: 10.1093/nar/gkt391. Epub 2013 May 15.,van Heel AJ,Nucleic Acids Res,2013,2013/05/17,PMC3692055,,10.1093/nar/gkt391
23677610,IslandViewer update: Improved genomic island discovery and visualization,"Dhillon BK, Chiu TA, Laird MR, Langille MG, Brinkman FS.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W129-32. doi: 10.1093/nar/gkt394. Epub 2013 May 15.,Dhillon BK,Nucleic Acids Res,2013,2013/05/17,PMC3692065,,10.1093/nar/gkt394
23677611,WebScipio: Reconstructing alternative splice variants of eukaryotic proteins,"Hatje K, Hammesfahr B, Kollmar M.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W504-9. doi: 10.1093/nar/gkt398. Epub 2013 May 15.,Hatje K,Nucleic Acids Res,2013,2013/05/17,PMC3692071,,10.1093/nar/gkt398
23677614,aLeaves facilitates on-demand exploration of metazoan gene family trees on MAFFT sequence alignment server with enhanced interactivity,"Kuraku S, Zmasek CM, Nishimura O, Katoh K.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W22-8. doi: 10.1093/nar/gkt389. Epub 2013 May 15.,Kuraku S,Nucleic Acids Res,2013,2013/05/17,PMC3692103,,10.1093/nar/gkt389
23677616,CovalentDock Cloud: a web server for automated covalent docking,"Ouyang X, Zhou S, Ge Z, Li R, Kwoh CK.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W329-32. doi: 10.1093/nar/gkt406. Epub 2013 May 15.,Ouyang X,Nucleic Acids Res,2013,2013/05/17,PMC3692115,,10.1093/nar/gkt406
23677617,SGAtools: one-stop analysis and visualization of array-based genetic interaction screens,"Wagih O, Usaj M, Baryshnikova A, VanderSluis B, Kuzmin E, Costanzo M, Myers CL, Andrews BJ, Boone CM, Parts L.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W591-6. doi: 10.1093/nar/gkt400. Epub 2013 May 15.,Wagih O,Nucleic Acids Res,2013,2013/05/17,PMC3692131,,10.1093/nar/gkt400
23680784,DIANA-microT web server v5.0: service integration into miRNA functional analysis workflows,"Paraskevopoulou MD, Georgakilas G, Kostoulas N, Vlachos IS, Vergoulis T, Reczko M, Filippidis C, Dalamagas T, Hatzigeorgiou AG.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W169-73. doi: 10.1093/nar/gkt393. Epub 2013 May 16.,Paraskevopoulou MD,Nucleic Acids Res,2013,2013/05/18,PMC3692048,,10.1093/nar/gkt393
23680785,Catalytic site identification--a web server to identify catalytic site structural matches throughout PDB,"Kirshner DA, Nilmeier JP, Lightstone FC.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W256-65. doi: 10.1093/nar/gkt403. Epub 2013 May 16.,Kirshner DA,Nucleic Acids Res,2013,2013/05/18,PMC3692059,,10.1093/nar/gkt403
23685432,DRIMust: a web server for discovering rank imbalanced motifs using suffix trees,"Leibovich L, Paz I, Yakhini Z, Mandel-Gutfreund Y.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W174-9. doi: 10.1093/nar/gkt407. Epub 2013 May 17.,Leibovich L,Nucleic Acids Res,2013,2013/05/21,PMC3692051,,10.1093/nar/gkt407
23685435,JiffyNet: a web-based instant protein network modeler for newly sequenced species,"Kim E, Kim H, Lee I.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W192-7. doi: 10.1093/nar/gkt419. Epub 2013 May 17.,Kim E,Nucleic Acids Res,2013,2013/05/21,PMC3692116,,10.1093/nar/gkt419
23685436,NAFlex: a web server for the study of nucleic acid flexibility,"Hospital A, Faustino I, Collepardo-Guevara R, González C, Gelpí JL, Orozco M.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W47-55. doi: 10.1093/nar/gkt378. Epub 2013 May 17.,Hospital A,Nucleic Acids Res,2013,2013/05/21,PMC3692121,,10.1093/nar/gkt378
23685612,The PhyloFacts FAT-CAT web server: ortholog identification and function prediction using fast approximate tree classification,"Afrasiabi C, Samad B, Dineen D, Meacham C, Sjölander K.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W242-8. doi: 10.1093/nar/gkt399. Epub 2013 May 18.,Afrasiabi C,Nucleic Acids Res,2013,2013/05/21,PMC3692063,,10.1093/nar/gkt399
23700307,WebAUGUSTUS--a web service for training AUGUSTUS and predicting genes in eukaryotes,"Hoff KJ, Stanke M.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W123-8. doi: 10.1093/nar/gkt418. Epub 2013 May 21.,Hoff KJ,Nucleic Acids Res,2013,2013/05/24,PMC3692069,,10.1093/nar/gkt418
23700309,QA-RecombineIt: a server for quality assessment and recombination of protein models,"Pawlowski M, Bogdanowicz A, Bujnicki JM.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W389-97. doi: 10.1093/nar/gkt408. Epub 2013 May 21.,Pawlowski M,Nucleic Acids Res,2013,2013/05/24,PMC3692112,,10.1093/nar/gkt408
23700314,RNAiFold: a web server for RNA inverse folding and molecular design,"Garcia-Martin JA, Clote P, Dotu I.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W465-70. doi: 10.1093/nar/gkt280. Epub 2013 May 21.,Garcia-Martin JA,Nucleic Acids Res,2013,2013/05/24,PMC3692061,,10.1093/nar/gkt280
23703204,MetaRanker 2.0: a web server for prioritization of genetic variation data,"Pers TH, Dworzyński P, Thomas CE, Lage K, Brunak S.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W104-8. doi: 10.1093/nar/gkt387. Epub 2013 May 22.,Pers TH,Nucleic Acids Res,2013,2013/05/25,PMC3692047,,10.1093/nar/gkt387
23703206,PubTator: a web-based text mining tool for assisting biocuration,"Wei CH, Kao HY, Lu Z.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W518-22. doi: 10.1093/nar/gkt441. Epub 2013 May 22.,Wei CH,Nucleic Acids Res,2013,2013/05/25,PMC3692066,,10.1093/nar/gkt441
23703207,Nucleos: a web server for the identification of nucleotide-binding sites in protein structures,"Parca L, Ferré F, Ausiello G, Helmer-Citterich M.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W281-5. doi: 10.1093/nar/gkt390. Epub 2013 May 22.,Parca L,Nucleic Acids Res,2013,2013/05/25,PMC3692072,,10.1093/nar/gkt390
23703208,ComiR: Combinatorial microRNA target prediction tool,"Coronnello C, Benos PV.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W159-64. doi: 10.1093/nar/gkt379. Epub 2013 May 22.,Coronnello C,Nucleic Acids Res,2013,2013/05/25,PMC3692082,,10.1093/nar/gkt379
23703209,DNAshape: a method for the high-throughput prediction of DNA structural features on a genomic scale,"Zhou T, Yang L, Lu Y, Dror I, Dantas Machado AC, Ghane T, Di Felice R, Rohs R.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W56-62. doi: 10.1093/nar/gkt437. Epub 2013 May 22.,Zhou T,Nucleic Acids Res,2013,2013/05/25,PMC3692085,,10.1093/nar/gkt437
23703210,Vienna-PTM web server: a toolkit for MD simulations of protein post-translational modifications,"Margreitter C, Petrov D, Zagrovic B.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W422-6. doi: 10.1093/nar/gkt416. Epub 2013 May 22.,Margreitter C,Nucleic Acids Res,2013,2013/05/25,PMC3692090,,10.1093/nar/gkt416
23703214,PiDNA: Predicting protein-DNA interactions with structural models,"Lin CK, Chen CY.",Nucleic Acids Res. 2013 Jul;41(Web Server issue):W523-30. doi: 10.1093/nar/gkt388. Epub 2013 May 22.,Lin CK,Nucleic Acids Res,2013,2013/05/25,PMC3692134,,10.1093/nar/gkt388
